form	lemma	POS	morph
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
,	,	PONfbl	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
bon	bon	ADJqua	NOMB.=s|GENRE=m
-	-	PONfbl	MORPH=empty
heur	heur	NOMcom	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
veritable	véritable	ADJqua	NOMB.=s|GENRE=m
appuy	appui	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
ORANTE	Orante	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
remplissez	remplir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
de	de	PRE	MORPH=empty
soing	soin	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
merveille	merveille	NOMcom	NOMB.=s|GENRE=f
!	!	PONfrt	MORPH=empty
Qu'	que	CONsub	
en	en	ADVgen	MORPH=empty
cela	cela	PROdem	NOMB.=s|GENRE=n
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
amour	amour	NOMcom	NOMB.=s|GENRE=m
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
montre	montrer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
sans	sans	PRE	MORPH=empty
pareille	pareil	NOMcom	NOMB.=s|GENRE=f
!	!	PONfrt	MORPH=empty
LISANDRE	Lisandre	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ne	ne	ADVgen	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
estonnez	étonner	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
pas	pas	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
voir	voir	VERinf	MORPH=empty
un	un	DETind	NOMB.=s|GENRE=m
changement	changement	NOMcom	NOMB.=s|GENRE=m
Qui	qui	PROrel	MORPH=empty
ne	ne	ADVneg	MORPH=empty
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
reussir	réussir	VERinf	MORPH=empty
qu'	que	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
allegement	allégement	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Caliste	Caliste	NOMpro	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=f
vertus	vertu	NOMcom	NOMB.=p|GENRE=f
divinement	divinement	ADVgen	MORPH=empty
escloses	éclore	VERppe	NOMB.=p|GENRE=f
Font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
bien	bien	ADVgen	MORPH=empty
dedans	dedans	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
coeurs	cœur	NOMcom	NOMB.=p|GENRE=m
d'	de	PRE	MORPH=empty
autres	autre	ADJqua	NOMB.=p|GENRE=x
metamorphoses	métamorphose	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
comme	comme	CONsub	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=m
beautez	beauté	NOMcom	NOMB.=p|GENRE=f
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
sans	sans	PRE	MORPH=empty
comparaison	comparaison	NOMcom	NOMB.=s|GENRE=f
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
faut	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
aymer	aimer	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
mesme	même	ADVgen	MORPH=empty
ou	ou	CONcoo	MORPH=empty
perdre	perdre	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
raison	raison	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
ORANTE	Orante	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Helas	hélas	INJ	MORPH=empty
!	!	PONfrt	MORPH=empty
que	que	ADVgen	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
amour	amour	NOMcom	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
misere	misère	NOMcom	NOMB.=s|GENRE=f
feconde	fécond	ADJqua	NOMB.=s|GENRE=f
Contre	contre	PRE	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
et	et	CONcoo	MORPH=empty
contre	contre	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
fera	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
parler	parler	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
monde	monde	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
LISANDRE	Lisandre	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
L'	le	DETdef	
innocence	innocence	NOMcom	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
forte	fort	ADJqua	NOMB.=s|GENRE=f
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tousjours	toujours	ADVgen	MORPH=empty
des	un	DETind	NOMB.=p|GENRE=f
clairtez	clarté	NOMcom	NOMB.=p|GENRE=f
Qui	qui	PROrel	MORPH=empty
descouvrent	découvrir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
par	par	PRE	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=f
divines	divin	ADJqua	NOMB.=p|GENRE=f
beautez	beauté	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
ORANTE	Orante	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m
discours	discours	NOMcom	NOMB.=p|GENRE=m
outrageux	outrageux	ADJqua	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
humaine	humain	ADJqua	NOMB.=s|GENRE=f
malice	malice	NOMcom	NOMB.=s|GENRE=f
Pour	pour	PRE	MORPH=empty
perdre	perdre	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vertu	vertu	NOMcom	NOMB.=s|GENRE=f
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
habillent	habiller	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
comme	comme	CONsub	MORPH=empty
un	un	DETind	NOMB.=s|GENRE=m
vice	vice	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Quelque	quelque	DETind	NOMB.=s|GENRE=m
vive	vif	ADJqua	NOMB.=s|GENRE=f
clairté	clarté	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
puisse	pouvoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
asseurer	assurer	VERinf	MORPH=empty
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
trouve	trouver	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
des	un	DETind	NOMB.=p|GENRE=f
nuits	nuit	NOMcom	NOMB.=p|GENRE=f
qui	qui	PROrel	MORPH=empty
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
esgarer	égarer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
LISANDRE	Lisandre	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Un	un	DETind	NOMB.=s|GENRE=m
astre	astre	NOMcom	NOMB.=s|GENRE=m
enveloppé	envelopper	VERppe	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
voiles	voile	NOMcom	NOMB.=p|GENRE=f
d'	de	PRE	MORPH=empty
un	un	DETind	NOMB.=s|GENRE=m
nuage	nuage	NOMcom	NOMB.=s|GENRE=m
Ne	ne	ADVgen	MORPH=empty
perd	perdre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
rien	rien	PROind	NOMB.=s|GENRE=x
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
clairtez	clarté	NOMcom	NOMB.=p|GENRE=f
qui	qui	PROrel	MORPH=empty
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
en	en	ADVgen	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
visage	visage	NOMcom	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
soleil	soleil	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
cache	cacher	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tousjours	toujours	ADVgen	MORPH=empty
sans	sans	PRE	MORPH=empty
pareil	pareil	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
En	en	ADVgen	MORPH=empty
despit	dépit	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
orage	orage	NOMcom	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tousjours	toujours	ADVgen	MORPH=empty
soleil	soleil	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vertu	vertu	NOMcom	NOMB.=s|GENRE=f
cachée	cacher	VERppe	NOMB.=s|GENRE=f
où	que	PROrel	MORPH=empty
regne	régner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l'	le	DETdef	NOMB.=s|GENRE=f
injustice	injustice	NOMcom	NOMB.=s|GENRE=f
Est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
encore	encore	ADVgen	MORPH=empty
vertu	vertu	NOMcom	NOMB.=s|GENRE=f
dessoubs	dessous	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
habit	habit	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
vice	vice	NOMcom	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
ORANTE	Orante	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
vomit	vomir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
maux	mal	NOMcom	NOMB.=p|GENRE=m
contre	contre	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
pureté	pureté	NOMcom	NOMB.=s|GENRE=f
Que	que	CONsub	MORPH=empty
l'	le	DETdef	
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
aysément	aisément	ADVgen	MORPH=empty
alterer	altérer	VERinf	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
beauté	beauté	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
LISANDRE	Lisandre	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
En	en	ADVgen	MORPH=empty
vain	vain	NOMcom	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
obscurcir	obscurcir	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
estoiles	étoile	NOMcom	NOMB.=p|GENRE=m
plus	plus	ADVgen	MORPH=empty
claires	clair	ADJqua	NOMB.=p|GENRE=f
La	le	DETdef	NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
pousse	pousser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	ADVgen	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
air	air	NOMcom	NOMB.=s|GENRE=m
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=m
vapeurs	vapeur	NOMcom	NOMB.=p|GENRE=m
ordinaires	ordinaire	ADJqua	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
dessein	dessein	NOMcom	NOMB.=s|GENRE=m
sans	sans	PRE	MORPH=empty
pouvoir	pouvoir	NOMcom	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|CAS=i
sert	servir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
seulement	seulement	ADVgen	MORPH=empty
Qu'	que	ADVgen	
à	à	PRE	MORPH=empty
destruire	détruire	VERinf	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
honneur	honneur	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
propre	propre	ADJqua	NOMB.=s|GENRE=f
element	élément	NOMcom	NOMB.=s|GENRE=m
Puisque	puisque	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=m
vapeurs	vapeur	NOMcom	NOMB.=p|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
Ciel	ciel	NOMcom	NOMB.=s|GENRE=m
forme	former	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
un	un	DETind	NOMB.=s|GENRE=m
tonnerre	tonnerre	NOMcom	NOMB.=s|GENRE=m
Qui	qui	PROrel	MORPH=empty
retombe	retomber	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sur	sur	PRE	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
porte	porter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
guerre	guerre	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
ORANTE	Orante	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
en	en	ADVgen	MORPH=empty
produisant	produire	VERppa	NOMB.=x|GENRE=x
mille	mille	DETcar	NOMB.=p|GENRE=x
discours	discours	NOMcom	NOMB.=p|GENRE=m
trompeurs	trompeur	ADJqua	NOMB.=p|GENRE=m
A	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
plus	plus	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
pouvoir	pouvoir	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
n'	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
pas	pas	ADVgen	MORPH=empty
des	un	DETind	NOMB.=p|GENRE=f
vapeurs	vapeur	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
tuë	tuer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
brusle	brûler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
feu	feu	NOMcom	NOMB.=s|GENRE=m
trop	trop	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
craindre	craindre	VERinf	MORPH=empty
Ne	ne	ADVgen	MORPH=empty
rencontre	rencontrer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVgen	MORPH=empty
d'	de	PRE	MORPH=empty
eaux	eau	NOMcom	NOMB.=p|GENRE=f
qui	qui	PROrel	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
puissent	pouvoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
esteindre	éteindre	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
moindre	moindre	ADJqua	NOMB.=s|GENRE=m
vent	vent	NOMcom	NOMB.=s|GENRE=m
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
alume	allumer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
voir	voir	VERinf	MORPH=empty
si	si	ADVgen	MORPH=empty
fort	fort	ADJqua	MORPH=empty
Que	que	CONsub	MORPH=empty
des	un	DETind	NOMB.=p|GENRE=m
torrens	torrent	NOMcom	NOMB.=p|GENRE=m
entiers	entier	ADJqua	NOMB.=p|GENRE=m
cedent	céder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
à	à	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
effort	effort	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
LISANDRE	Lisandre	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
langue	langue	NOMcom	NOMB.=s|GENRE=f
variable	variable	ADJqua	NOMB.=s|GENRE=f
aussy	aussi	ADVgen	MORPH=empty
bien	bien	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
nostre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=f
ame	âme	NOMcom	NOMB.=s|GENRE=f
Apres	après	PRE	MORPH=empty
beaucoup	beaucoup	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
maux	mal	NOMcom	NOMB.=p|GENRE=m
esteint	éteindre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ce	ce	PROdem	NOMB.=s|GENRE=n
qu'	que	PROrel	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
enflamme	enflammer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
lors	lors	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
destruit	détruire	VERppe	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
temple	temple	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
vertus	vertu	NOMcom	NOMB.=p|GENRE=f
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
restablir	rétablir	VERinf	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=m
honneurs	honneur	NOMcom	NOMB.=p|GENRE=m
abatus	abattre	VERppe	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Faisant	faire	VERppa	NOMB.=x|GENRE=x
voir	voir	VERinf	MORPH=empty
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
esprits	esprit	NOMcom	NOMB.=p|GENRE=m
qu'	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
auroit	avoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
pû	pouvoir	VERppe	NOMB.=s|GENRE=m
seduire	séduire	VERinf	MORPH=empty
Que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
mesme	même	ADJind	NOMB.=s|GENRE=m
pouvoir	pouvoir	NOMcom	NOMB.=s|GENRE=m
sçait	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bastir	bâtir	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
destruire	détruire	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
ORANTE	Orante	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
destruit	détruire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l'	le	DETdef	NOMB.=s|GENRE=m
honneur	honneur	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
moins	moins	ADVgen	MORPH=empty
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
affoiblit	affaiblir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Bien	bien	ADVgen	MORPH=empty
plus	plus	ADVgen	MORPH=empty
facilement	facilement	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
ne	ne	ADVneg	MORPH=empty
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
establit	établir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
LISANDRE	Lisandre	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Selon	selon	PRE	MORPH=empty
qu'	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
propice	propice	ADJqua	NOMB.=s|GENRE=m
ou	ou	CONcoo	MORPH=empty
qu'	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ennemie	ennemi	ADJqua	NOMB.=s|GENRE=f
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
engendre	engendrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
icy	ici	ADVgen	MORPH=empty
bas	bas	ADVgen	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
honneur	honneur	NOMcom	NOMB.=s|GENRE=m
ou	ou	CONcoo	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
infamie	infamie	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	MORPH=empty
bien	bien	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
nos	notre	DETpos	PERS.=1|NOMB.=p|GENRE=m
amis	ami	NOMcom	NOMB.=p|GENRE=m
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
peuvent	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
conserver	conserver	VERinf	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
nos	notre	DETpos	PERS.=1|NOMB.=p|GENRE=m
ennemis	ennemi	NOMcom	NOMB.=p|GENRE=m
tacheroient	tâcher	VERcjg	MODE=con|PERS.=3|NOMB.=p
d'	de	PRE	MORPH=empty
enlever	enlever	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
sans	sans	PRE	MORPH=empty
perdre	perdre	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
parler	parler	VERinf	MORPH=empty
d'	de	PRE	MORPH=empty
avantage	avantage	NOMcom	NOMB.=s|GENRE=m
Songez	songer	VERcjg	MODE=imp|PERS.=2|NOMB.=p
que	que	CONsub	MORPH=empty
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
fille	fille	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
proche	proche	ADJqua	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
naufrage	naufrage	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
faveur	faveur	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
doibt	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
secourir	secourir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
La	il	PROper	PERS.=3|NOMB.=s|GENRE=f
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
facilement	facilement	ADVgen	MORPH=empty
empescher	empêcher	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
perir	périr	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
Souvenez	souvenir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
enfin	enfin	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
estes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
mere	mère	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
ORANTE	Orante	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Hà	ha	INJ	MORPH=empty
que	que	ADVgen	MORPH=empty
