form	lemma	POS	morph
chanter	chanter	VERinf	MORPH=empty
sur	sur	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
ton	ton	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
crois	croire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
dans	dans	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
palais	palais	NOMcom	NOMB.=s|GENRE=m
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
voir	voir	VERinf	MORPH=empty
qui	qui	PROrel	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
promène	promener	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
.	.	PONfrt	MORPH=empty
Prends	prendre	VERcjg	MODE=imp|PERS.=2|NOMB.=s
garde	garde	NOMcom	NOMB.=s|GENRE=f
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
moins	moins	NOMcom	NOMB.=s|GENRE=m
...	…	PONfrt	MORPH=empty
Ne	ne	ADVneg	MORPH=empty
t'	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
en	en	PROadv	MORPH=empty
mets	mettre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
point	point	ADVneg	MORPH=empty
en	en	PRE	MORPH=empty
peine	peine	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
t'	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
conté	conter	VERppe	NOMB.=s|GENRE=m
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
vie	vie	NOMcom	NOMB.=s|GENRE=f
un	un	DETndf	NOMB.=s|GENRE=m
peu	peu	PROind	MORPH=empty
légèrement	légèrement	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
toi	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=i
là-dessus	là-dessus	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
taire	taire	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
autrement	autrement	ADVgen	MORPH=empty
...	…	PONfrt	MORPH=empty
Ne	ne	ADVneg	MORPH=empty
crains	craindre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
rien	rien	PROind	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
Avec	avec	PRE	MORPH=empty
qui	qui	PROint	MORPH=empty
parlais	parler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
-tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
?	?	PONfrt	MORPH=empty
Pourrait	pouvoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
-ce	ce	PROdem	NOMB.=s|GENRE=n
être	être	VERinf	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
bonhomme	bonhomme	NOMcom	NOMB.=s|GENRE=m
Gusman	Gusman	NOMpro	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
J'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
cru	croire	VERppe	NOMB.=s|GENRE=m
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
reconnaître	reconnaître	VERinf	MORPH=empty
?	?	PONfrt	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
fort	fort	ADVgen	MORPH=empty
bien	bien	ADVgen	MORPH=empty
cru	croire	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
était	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
-même	même	ADJind	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Demander	demander	VERinf	MORPH=empty
quelle	quel	DETrel	NOMB.=s|GENRE=f
affaire	affaire	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=x
lieux	lieu	NOMcom	NOMB.=p|GENRE=m
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
retient	retenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
?	?	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m
peu	peu	PROind	MORPH=empty
surpris	surprendre	VERppe	NOMB.=x|GENRE=m
de	de	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
sans	sans	PRE	MORPH=empty
rien	rien	PROind	NOMB.=s|GENRE=x
dire	dire	VERinf	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
pu	pouvoir	VERppe	NOMB.=x|GENRE=x
si	si	ADVgen	MORPH=empty
tôt	tôt	ADVgen	MORPH=empty
abandonner	abandonner	VERinf	MORPH=empty
Elvire	Elvire	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Que	que	PROint	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
fais	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
-tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
penser	penser	VERinf	MORPH=empty
d'	de	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
départ	départ	NOMcom	NOMB.=s|GENRE=m
si	si	ADVgen	MORPH=empty
prompt	prompt	ADJqua	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
Moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
?	?	PONfrt	MORPH=empty
Rien	rien	PROind	NOMB.=s|GENRE=n
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
tout	tout	PROind	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
affaire	affaire	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
toi	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
Qu'	que	PROint	MORPH=empty
en	en	PROadv	MORPH=empty
penses	penser	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=s
-tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
?	?	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
crois	croire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
trop	trop	ADVgen	MORPH=empty
juger	juger	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
bête	bête	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
encor	encore	ADVgen	MORPH=empty
quelque	quelque	DETind	NOMB.=s|GENRE=m
amourette	amourette	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
tête	tête	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
crois	croire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
?	?	PONfrt	MORPH=empty
Oui	oui	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
foi	foi	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
crois	croire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
juste	juste	ADJqua	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
coeur	cœur	NOMcom	NOMB.=s|GENRE=m
Pour	pour	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
objet	objet	NOMcom	NOMB.=s|GENRE=m
nouveau	nouveau	ADJqua	NOMB.=s|GENRE=m
sent	sentir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
forte	fort	ADJqua	NOMB.=s|GENRE=f
ardeur	ardeur	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Eh	eh	INJ	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
!	!	PONfrt	MORPH=empty
J'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
entrevois	entrevoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
d'	de	PRE	MORPH=empty
abord	abord	NOMcom	NOMB.=s|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
qui	qui	PROrel	MORPH=empty
s'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
y	y	PROadv	MORPH=empty
passe	passer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Votre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
coeur	cœur	NOMcom	NOMB.=s|GENRE=m
n'	ne	ADVneg	MORPH=empty
aime	aimer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
à	à	PRE	MORPH=empty
demeurer	demeurer	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
place	place	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
sans	sans	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
faire	faire	VERinf	MORPH=empty
tort	tort	NOMcom	NOMB.=s|GENRE=m
sur	sur	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
fidélité	fidélité	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
grand	grand	ADJqua	NOMB.=s|GENRE=m
coureur	coureur	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
jamais	jamais	ADVgen	MORPH=empty
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
été	être	VERppe	NOMB.=x|GENRE=x
.	.	PONfrt	MORPH=empty
Tout	tout	ADVgen	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
votre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
goût	goût	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
brune	brun	ADJqua	NOMB.=s|GENRE=f
ou	ou	CONcoo	MORPH=empty
blonde	blond	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
n'	ne	ADVneg	MORPH=empty
importe	importer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
n'	ne	ADVneg	MORPH=empty
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
-je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
pas	pas	ADVneg	MORPH=empty
raison	raison	NOMcom	NOMB.=s|GENRE=f
d'	de	PRE	MORPH=empty
en	en	PROadv	MORPH=empty
user	user	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
sorte	sorte	NOMcom	NOMB.=s|GENRE=f
?	?	PONfrt	MORPH=empty
Hé	hé	INJ	MORPH=empty
monsieur	monsieur	NOMcom	NOMB.=s|GENRE=m
...	…	PONfrt	MORPH=empty
Quoi	quoi	PROint	NOMB.=s|GENRE=n
?	?	PONfrt	MORPH=empty
Sans	sans	PRE	MORPH=empty
doute	doute	NOMcom	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
aisé	aisé	ADJqua	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
voir	voir	VERinf	MORPH=empty
Que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
raison	raison	NOMcom	NOMB.=s|GENRE=f
si	si	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
voulez	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
avoir	avoir	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
si	si	CONsub	MORPH=empty
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
bon	bon	ADJqua	NOMB.=s|GENRE=m
juge	juge	NOMcom	NOMB.=s|GENRE=f
dans	dans	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
cause	cause	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
ne	ne	ADVneg	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
vouliez	vouloir	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=p
pas	pas	ADVneg	MORPH=empty
,	,	PONfbl	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
serait	être	VERcjg	MODE=con|PERS.=3|NOMB.=s
autre	autre	DETind	NOMB.=s|GENRE=x
chose	chose	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
bien	bien	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
permets	permettre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
parler	parler	VERinf	MORPH=empty
librement	librement	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
En	en	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
cas	cas	NOMcom	NOMB.=s|GENRE=m
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
dis	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
très	très	ADVgen	MORPH=empty
sérieusement	sérieusement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
Qu'	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
trouve	trouver	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
fort	fort	ADVgen	MORPH=empty
vilain	vilain	ADJqua	NOMB.=s|GENRE=m
qu'	que	CONsub	MORPH=empty
allant	aller	VERppa	NOMB.=x|GENRE=x
de	de	PRE	MORPH=empty
belle	beau	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
belle	beau	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
fassiez	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=p
vanité	vanité	NOMcom	NOMB.=s|GENRE=f
partout	partout	ADVgen	MORPH=empty
d'	de	PRE	MORPH=empty
être	être	VERinf	MORPH=empty
Infidèle	infidèle	ADJqua	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
Quoi	quoi	PROint	NOMB.=s|GENRE=n
,	,	PONfbl	MORPH=empty
si	si	CONsub	MORPH=empty
d'	de	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
bel	beau	ADJqua	NOMB.=s|GENRE=m
Objet	objet	NOMcom	NOMB.=s|GENRE=m
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
d'	de	PRE	MORPH=empty
abord	abord	NOMcom	NOMB.=s|GENRE=m
touché	toucher	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
veux	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
que	que	CONsub	MORPH=empty
pour	pour	PRE	MORPH=empty
toujours	toujours	ADVgen	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
demeure	demeurer	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
attaché	attacher	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Qu'	que	CONsub	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
éternel	éternel	ADJqua	NOMB.=s|GENRE=m
amour	amour	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
foi	foi	NOMcom	NOMB.=s|GENRE=f
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
réponde	répondre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
laisse	laisser	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
sans	sans	PRE	MORPH=empty
yeux	œil	NOMcom	NOMB.=p|GENRE=m
pour	pour	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
reste	reste	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
rare	rare	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
doux	doux	ADJqua	NOMB.=s|GENRE=m
plaisir	plaisir	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
trouve	trouver	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
aimant	aimer	VERppa	NOMB.=x|GENRE=x
,	,	PONfbl	MORPH=empty
S'	si	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
faut	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
s'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
ensevelir	ensevelir	VERinf	MORPH=empty
dans	dans	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
attachement	attachement	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Renoncer	renoncer	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
seul	seul	ADJqua	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
autre	autre	DETind	NOMB.=s|GENRE=x
tendresse	tendresse	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
vouloir	vouloir	VERinf	MORPH=empty
sottement	sottement	ADVgen	MORPH=empty
mourir	mourir	VERinf	MORPH=empty
dès	dès	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
jeunesse	jeunesse	NOMcom	NOMB.=s|GENRE=f
!	!	PONfrt	MORPH=empty
Va	aller	VERcjg	MODE=imp|PERS.=2|NOMB.=s
crois	croire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
-moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
constance	constance	NOMcom	NOMB.=s|GENRE=f
était	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
bonne	bon	ADJqua	NOMB.=s|GENRE=f
jadis	jadis	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
Où	où	PROrel	NOMB.=x|GENRE=x|CAS=i
les	le	DETdef	NOMB.=p|GENRE=m
leçons	leçon	NOMcom	NOMB.=p|GENRE=f
d'	de	PRE	MORPH=empty
aimer	aimer	VERinf	MORPH=empty
venaient	venir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
des	de_le	PRE.DETdef	NOMB.=p|GENRE=x
Amadis	Amadis	NOMpro	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
à	à	PRE	MORPH=empty
présent	présent	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
suit	suivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
des	un	DETndf	NOMB.=p|GENRE=x
lois	loi	NOMcom	NOMB.=p|GENRE=f
plus	plus	ADVgen	MORPH=empty
naturelles	naturel	ADJqua	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
On	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
aime	aimer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sans	sans	PRE	MORPH=empty
façon	façon	NOMcom	NOMB.=s|GENRE=f
tout	tout	DETind	NOMB.=s|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
qu'	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
voit	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
belles	beau	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=x
amour	amour	NOMcom	NOMB.=s|GENRE=m
qu'	que	PROrel	MORPH=empty
en	en	PRE	MORPH=empty
nos	notre	DETpos	PERS.=1|NOMB.=p|GENRE=m
coeurs	cœur	NOMcom	NOMB.=p|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
première	premier	PROord	NOMB.=s|GENRE=f
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
produit	produire	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
N'	ne	ADVneg	MORPH=empty
ôte	ôter	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
rien	rien	PROind	NOMB.=s|GENRE=x
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
appas	appât	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
celle	celui	PROdem	NOMB.=s|GENRE=f
qui	qui	PROrel	MORPH=empty
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
suit	suivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Pour	pour	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
ne	ne	ADVneg	MORPH=empty
saurais	savoir	VERcjg	MODE=con|PERS.=1|NOMB.=s
faire	faire	VERinf	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=x
inexorable	inexorable	NOMcom	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
donne	donner	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
partout	partout	ADVgen	MORPH=empty
où	où	PROrel	NOMB.=x|GENRE=x|CAS=i
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
trouve	trouver	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
l'	le	DETdef	NOMB.=s|GENRE=x
aimable	aimable	NOMcom	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
qu'	que	PROrel	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
belle	beau	NOMcom	NOMB.=s|GENRE=f
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sur	sur	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
